invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
20057,61070,0,35,1,1,300.08,1,317,5
27462,6322,0,64,2,1,40.66,1,499,5
1333,90713,0,66,3,1,5.23,0,577,2
8734,97254,0,42,3,2,10.46,2,646,4
11252,43119,0,38,5,3,35.19,2,31,4
81469,62160,0,55,5,4,46.92,2,105,4
25279,96203,1,37,2,4,162.64,0,359,9
5819,29308,0,61,7,4,143.36,1,44,4
7189,92973,1,44,3,5,26.15,0,289,4
13347,76816,1,35,2,1,40.66,1,238,7
628,17914,0,32,2,3,121.98,0,169,4
34778,30565,0,63,3,2,10.46,0,519,3
57684,19809,0,42,7,4,143.36,0,98,3
94830,33651,1,69,1,2,600.16,1,66,8
10437,98597,1,22,6,1,1050.0,0,622,5
57051,11101,0,18,7,3,107.52,0,212,4
70326,3777,0,46,1,3,900.24,0,500,6
11076,24164,0,38,7,2,71.68,1,395,4
54516,78495,0,39,1,1,300.08,2,747,9
54757,96850,0,33,1,2,600.16,2,243,1
88202,77874,1,36,1,3,900.24,0,672,4
68651,8641,0,49,4,4,2400.68,1,114,6
65665,27153,1,60,3,5,26.15,2,313,5
63684,13994,0,31,1,3,900.24,1,149,4
73096,97205,0,20,2,2,81.32,2,733,6
55205,12757,0,46,2,2,81.32,2,520,5
97506,60912,0,34,0,4,60.6,0,781,3
56562,33992,1,31,2,2,81.32,2,720,5
86388,21044,0,47,2,5,203.3,2,223,5
51438,67578,0,52,7,3,107.52,2,646,3
45369,13115,1,22,1,1,300.08,2,719,4
29600,63332,0,57,1,4,1200.32,1,74,4
33131,98656,0,68,1,2,600.16,0,651,4
75122,56279,0,47,1,2,600.16,2,292,6
19546,55410,0,67,6,2,2100.0,2,685,2
1726,50165,1,68,1,3,900.24,2,687,8
66901,97929,0,58,1,5,1500.4,0,114,6
70916,7775,0,34,7,3,107.52,2,422,1
30680,37919,0,61,7,4,143.36,0,223,2
12432,44942,1,48,1,2,600.16,0,562,4
8613,72555,0,26,2,5,203.3,1,770,4
708,87972,1,23,3,2,10.46,1,48,4
96135,52826,0,65,2,3,121.98,2,472,6
68528,44667,0,68,4,1,600.17,2,672,8
2703,53174,0,56,4,1,600.17,0,354,9
4054,2970,1,28,1,2,600.16,0,302,1
75795,23502,0,35,1,4,1200.32,1,742,3
81297,25710,1,36,3,3,15.69,0,138,4
74248,88205,1,56,2,3,121.98,0,658,8
82412,74810,0,69,2,3,121.98,2,103,8
93605,32657,1,42,1,1,300.08,0,225,4
96998,10208,1,35,4,2,1200.34,1,764,3
81786,40832,0,37,5,1,11.73,1,764,4
14725,73357,0,50,3,5,26.15,2,241,7
74391,98845,0,63,3,5,26.15,0,84,7
34646,25506,0,68,2,3,121.98,1,706,7
73431,72388,0,26,1,3,900.24,2,146,6
784,7979,1,61,1,5,1500.4,2,291,1
12931,95725,0,32,1,5,1500.4,1,388,4
48970,52791,0,36,2,3,121.98,1,181,1
14912,81503,1,49,1,1,300.08,0,243,4
50147,20342,0,47,4,2,1200.34,1,588,7
42167,15293,0,25,2,2,81.32,2,502,8
30209,76410,1,34,3,4,20.92,0,431,6
6298,18986,1,48,5,4,46.92,0,206,6
14873,3389,0,42,3,4,20.92,0,507,4
34433,75154,0,68,1,4,1200.32,2,603,1
32322,38293,0,26,4,3,1800.51,1,759,9
46454,67923,0,34,1,3,900.24,0,582,7
30030,7245,0,44,7,4,143.36,0,613,4
22610,74394,1,25,0,5,75.75,0,482,6
99121,80825,0,46,2,5,203.3,1,450,6
42052,64290,1,67,4,2,1200.34,0,409,5
2655,64989,1,55,2,4,162.64,1,289,6
28478,15515,0,63,3,2,10.46,0,319,2
68886,75152,1,57,2,5,203.3,0,529,4
66499,14785,1,33,1,4,1200.32,1,304,6
71152,98255,0,46,1,4,1200.32,1,457,6
6141,16856,0,69,7,1,35.84,1,244,5
6663,85343,1,20,2,5,203.3,0,366,2
78011,17724,0,64,4,3,1800.51,0,775,6
15616,65980,0,39,1,2,600.16,0,628,5
34066,57846,0,54,3,2,10.46,0,191,6
14467,83711,1,28,2,3,121.98,0,49,1
21662,3925,0,49,1,5,1500.4,1,105,7
39020,73956,0,66,3,3,15.69,0,284,3
649,57638,1,20,1,2,600.16,1,485,5
39057,10616,1,69,6,1,1050.0,0,630,5
1689,6079,0,59,3,1,5.23,0,481,4
49110,16107,0,31,2,5,203.3,2,633,3
70091,61532,1,27,3,5,26.15,0,77,6
5854,6171,0,66,3,2,10.46,1,777,4
10013,41585,1,56,1,3,900.24,0,538,4
6611,60101,0,41,4,4,2400.68,2,189,3
19557,5140,1,56,3,3,15.69,1,752,3
62548,27213,0,54,4,4,2400.68,2,639,6
75079,75122,0,32,7,3,107.52,0,446,4
95002,69684,0,33,7,3,107.52,1,445,3
41718,83959,1,47,3,3,15.69,0,329,5
71814,35566,0,26,7,1,35.84,0,160,3
12493,41142,0,35,4,1,600.17,2,427,7
38600,43515,0,25,2,5,203.3,2,687,4
30261,19163,0,29,1,2,600.16,0,562,5
2820,82627,0,32,3,3,15.69,0,238,1
25062,1836,0,20,3,1,5.23,1,361,5
62006,64371,0,41,3,5,26.15,0,143,1
13352,55369,1,19,3,1,5.23,1,650,8
910,29706,1,27,1,5,1500.4,2,85,3
81020,25730,0,51,6,1,1050.0,0,154,3
44411,57626,0,67,1,1,300.08,1,473,5
60787,40313,1,22,2,1,40.66,1,535,9
39357,85420,1,47,1,2,600.16,2,641,5
74936,62295,1,64,5,5,58.65,0,45,5
13697,3202,0,34,5,3,35.19,2,324,6
2056,86283,1,35,3,1,5.23,1,369,6
74809,72806,0,65,1,5,1500.4,2,463,4
43503,77667,0,30,4,3,1800.51,0,220,7
35011,38832,1,41,1,2,600.16,0,619,1
50300,30760,0,34,1,2,600.16,1,298,9
28582,96390,0,31,2,3,121.98,0,72,3
48699,19033,1,40,7,1,35.84,1,378,4
62327,93650,1,46,1,4,1200.32,0,474,5
27253,10201,1,61,1,1,300.08,0,476,2
54012,62802,1,68,0,5,75.75,0,252,5
95074,50737,0,30,1,2,600.16,1,225,6
71295,82109,1,29,1,4,1200.32,1,7,7
15428,66195,1,55,2,1,40.66,0,151,3
56133,12341,0,40,7,5,179.2,0,594,1
19471,37979,1,60,2,5,203.3,1,578,1
8833,44853,1,19,1,2,600.16,1,599,4
75437,25501,0,28,7,1,35.84,0,206,4
31530,79018,0,60,1,4,1200.32,2,293,4
78700,81538,0,66,3,1,5.23,2,475,5
17586,47145,0,53,7,2,71.68,0,371,3
13983,27374,0,23,7,3,107.52,0,473,4
74184,93737,1,65,3,4,20.92,0,170,7
43516,52665,1,59,7,1,35.84,1,252,4
81198,33845,0,29,4,3,1800.51,1,284,7
76742,5055,0,28,6,1,1050.0,1,582,7
48962,96433,1,65,4,2,1200.34,0,767,4
40876,61830,0,43,2,5,203.3,1,600,6
41574,92618,0,39,1,2,600.16,1,140,5
26457,77754,1,24,1,1,300.08,0,477,6
40633,83452,1,23,2,5,203.3,0,687,6
96730,87026,1,58,2,5,203.3,0,219,1
7801,90908,0,67,1,2,600.16,2,640,4
43660,31656,0,36,1,4,1200.32,0,629,2
63931,27499,1,55,2,1,40.66,0,784,7
51508,56485,0,66,4,4,2400.68,0,483,6
23354,62438,0,37,3,5,26.15,1,788,1
54335,56251,1,27,1,1,300.08,2,38,6
62403,58023,1,51,7,2,71.68,2,119,5
51346,74365,0,65,7,3,107.52,0,341,2
18441,35695,0,60,1,4,1200.32,1,641,6
15492,24009,0,33,1,3,900.24,1,133,4
29201,51046,1,56,1,4,1200.32,2,0,5
66493,54790,0,30,7,4,143.36,0,769,5
16598,28289,1,41,2,4,162.64,0,718,2
53394,51410,0,53,1,1,300.08,1,504,2
72700,46,0,33,7,5,179.2,1,187,6
91910,69643,0,28,3,1,5.23,1,592,6
50379,20334,0,40,1,1,300.08,1,442,3
91274,33472,0,38,2,2,81.32,0,739,7
80647,81041,1,48,3,1,5.23,0,355,9
25729,45648,0,40,1,4,1200.32,0,513,5
37346,72158,1,58,4,1,600.17,0,234,4
71824,88594,0,42,7,5,179.2,1,249,5
13560,22996,1,69,7,3,107.52,0,572,7
20783,41967,0,55,1,2,600.16,0,272,8
47915,25688,1,52,1,1,300.08,1,390,7
84938,65326,1,30,3,1,5.23,0,776,6
98089,16065,1,19,3,4,20.92,1,384,8
63444,73701,0,62,1,1,300.08,0,345,4
97927,51109,0,44,0,1,15.15,2,637,8
35261,4622,0,69,1,1,300.08,0,188,7
41549,15011,1,67,5,2,23.46,0,191,7
53318,79593,1,34,1,4,1200.32,2,427,9
72105,82776,0,36,3,3,15.69,1,606,5
73294,29395,0,49,7,2,71.68,2,62,9
80326,69576,0,29,2,5,203.3,0,523,2
3701,51443,0,30,1,4,1200.32,0,511,7
69600,4454,0,58,7,1,35.84,0,106,6
83293,89509,0,22,5,1,11.73,0,543,3
31256,89832,0,54,1,4,1200.32,1,84,6
14564,34256,1,47,1,2,600.16,1,345,5
17870,87550,0,34,1,5,1500.4,0,642,8
66070,22064,0,20,1,1,300.08,0,683,5
13498,53896,0,57,7,4,143.36,0,80,1
63095,36619,0,48,1,3,900.24,2,558,4
92139,37185,0,56,1,3,900.24,2,63,7
51262,67151,1,21,0,2,30.3,0,794,7
36777,77009,0,66,1,5,1500.4,0,758,5
44120,37566,0,55,2,5,203.3,1,430,4
93279,35382,0,64,7,2,71.68,0,607,5
40984,2018,1,55,2,5,203.3,1,122,5
64387,12953,0,20,3,2,10.46,1,646,3
40355,38437,1,64,3,2,10.46,0,473,5
24317,79594,0,28,3,3,15.69,0,360,5
23749,20053,0,34,1,2,600.16,0,122,6
41075,6926,1,67,1,5,1500.4,0,80,1
13243,44536,0,53,7,4,143.36,0,191,7
57870,24448,0,37,1,1,300.08,0,319,3
41133,38932,0,62,1,1,300.08,1,230,4
33134,92750,0,39,0,5,75.75,1,595,5
65381,47808,0,46,1,2,600.16,0,28,6
3113,58231,0,45,7,4,143.36,1,445,5
31449,64681,0,41,1,3,900.24,1,629,3
52622,23717,0,37,3,3,15.69,0,758,4
53295,78176,0,20,1,2,600.16,0,289,4
58810,38440,0,53,2,2,81.32,0,258,4
72835,41327,0,51,2,3,121.98,0,374,7
33925,98150,1,18,2,2,81.32,1,216,6
58345,10403,1,35,7,1,35.84,2,118,4
23858,56116,1,59,4,4,2400.68,2,786,4
70950,8435,0,54,1,5,1500.4,2,22,4
526,56675,0,25,5,5,58.65,1,539,5
90631,56901,1,43,1,2,600.16,0,212,3
6475,71547,0,27,1,5,1500.4,2,458,3
9448,76493,1,21,7,4,143.36,0,235,7
92449,95648,0,53,4,2,1200.34,0,251,3
4066,51897,1,18,7,3,107.52,0,443,7
62885,2553,0,59,4,3,1800.51,2,579,5
48734,8696,1,63,5,1,11.73,1,448,6
65272,62024,0,47,2,2,81.32,1,373,4
12353,60209,0,27,3,5,26.15,1,574,4
40195,70515,0,62,1,5,1500.4,0,790,5
86935,81147,0,48,7,1,35.84,0,412,4
91826,44893,0,31,5,4,46.92,0,291,4
95699,92493,0,56,1,3,900.24,1,54,4
14941,44959,1,47,7,2,71.68,0,79,5
16754,42539,0,35,7,4,143.36,0,273,7
32170,13938,1,25,7,3,107.52,0,14,4
75296,70164,1,58,2,2,81.32,0,336,7
38249,47024,1,44,7,2,71.68,2,364,9
50338,88119,0,28,2,3,121.98,0,436,4
57325,1464,1,43,2,1,40.66,1,618,6
56563,60140,1,41,6,2,2100.0,0,576,7
16054,45118,0,57,1,3,900.24,1,457,6
69822,50912,1,44,1,3,900.24,1,391,5
62477,40425,0,54,1,3,900.24,0,487,6
78473,58295,0,28,1,3,900.24,1,595,4
52767,25151,1,50,1,1,300.08,0,388,7
56695,16398,1,63,4,3,1800.51,1,769,3
9249,29406,0,53,7,2,71.68,1,336,6
30219,54541,0,26,1,2,600.16,1,685,5
29750,1109,0,38,7,4,143.36,0,150,4
18726,70581,1,53,7,1,35.84,2,760,6
43949,32931,1,21,1,5,1500.4,0,436,3
11862,86582,0,25,1,4,1200.32,1,669,4
71770,37983,0,51,3,5,26.15,1,16,3
93408,46881,0,61,2,4,162.64,1,727,5
31987,2197,0,44,0,5,75.75,0,787,6
54586,96773,1,45,3,5,26.15,1,351,3
47059,64781,0,59,1,4,1200.32,1,703,4
58956,85045,0,38,4,2,1200.34,1,39,4
95866,4128,0,41,3,3,15.69,1,338,7
81238,33003,0,52,1,3,900.24,0,335,3
92357,88195,1,63,2,1,40.66,0,62,3
45647,14374,1,57,1,1,300.08,1,613,3
88551,12349,1,31,5,4,46.92,0,667,7
51222,17109,1,69,1,4,1200.32,1,600,8
73514,59895,0,50,1,2,600.16,1,297,6
66247,50204,0,19,2,5,203.3,0,367,6
87197,72682,0,45,1,5,1500.4,0,123,5
91712,73214,1,65,1,3,900.24,1,514,4
23567,8420,0,36,1,5,1500.4,0,216,5
18115,23989,0,27,2,2,81.32,1,229,6
44826,54880,0,69,1,2,600.16,2,56,2
93961,96829,1,49,4,3,1800.51,0,693,5
33942,55816,0,22,1,1,300.08,2,288,5
90702,58059,1,39,1,1,300.08,1,98,8
32235,66568,1,52,1,4,1200.32,0,127,6
41753,19313,0,55,1,1,300.08,1,189,4
65003,92855,1,36,7,2,71.68,1,687,5
45778,59318,1,43,2,1,40.66,0,720,6
64253,86378,1,42,3,4,20.92,2,571,3
37157,61166,1,67,2,4,162.64,1,387,4
15494,9722,0,20,4,4,2400.68,2,173,5
30825,35947,1,35,2,4,162.64,1,431,3
52091,5861,0,67,2,4,162.64,1,93,4
10435,92838,0,62,1,5,1500.4,2,358,5
28888,9634,0,19,1,4,1200.32,1,471,5
79574,85658,0,32,1,2,600.16,0,281,4
8361,46281,1,55,5,1,11.73,1,602,1
93504,27275,0,36,1,1,300.08,2,120,4
43437,87784,1,32,1,2,600.16,2,152,5
39074,53813,0,49,2,4,162.64,1,715,3
90421,11133,1,33,1,4,1200.32,0,765,6
49074,64469,0,25,0,3,45.45,0,763,7
93276,50779,1,43,1,5,1500.4,2,763,6
58258,14525,1,58,2,3,121.98,0,643,5
837,48966,0,48,3,2,10.46,0,793,6
99443,46709,0,63,1,2,600.16,1,538,6
60323,8184,0,69,7,5,179.2,1,381,5
763,7676,0,35,1,3,900.24,1,743,9
69576,44005,1,46,1,2,600.16,0,489,1
19139,37882,1,54,3,5,26.15,2,721,2
61274,58325,1,43,6,1,1050.0,0,583,7
41049,77999,0,60,3,1,5.23,1,617,4
17773,90006,1,50,1,5,1500.4,0,676,1
35084,14511,1,37,0,1,15.15,0,667,9
26961,40904,0,56,3,4,20.92,1,102,4
91806,58111,1,51,0,1,15.15,2,14,8
72185,57698,0,48,5,3,35.19,1,122,6
24522,15991,1,42,1,3,900.24,0,367,6
50486,70839,1,23,1,1,300.08,1,373,4
4318,877,1,42,1,5,1500.4,2,662,7
85215,96788,0,51,3,2,10.46,0,662,3
44319,33103,0,56,1,4,1200.32,0,106,5
77636,27212,0,52,7,4,143.36,1,2,6
30393,19723,0,65,7,4,143.36,1,697,4
92621,57483,0,39,5,5,58.65,1,519,3
27452,14224,0,51,7,1,35.84,1,219,2
18753,72150,0,47,3,3,15.69,1,29,3
13957,86278,0,55,1,4,1200.32,2,670,4
48863,79805,0,68,2,1,40.66,0,595,9
74757,93575,0,24,7,5,179.2,0,328,6
68576,86298,0,38,1,4,1200.32,1,270,2
10274,20549,0,67,1,3,900.24,1,416,5
44399,14723,0,43,2,5,203.3,0,585,1
83153,24522,0,69,1,2,600.16,0,667,2
60264,26994,1,58,1,5,1500.4,0,41,6
65565,98513,1,23,5,2,23.46,1,738,6
46807,95593,1,46,3,4,20.92,1,318,8
83008,62115,0,68,2,1,40.66,1,283,1
49086,15651,0,18,4,4,2400.68,2,2,6
41862,40353,1,34,3,3,15.69,1,588,4
48128,75724,0,28,3,3,15.69,0,201,3
20837,66999,0,62,5,1,11.73,1,492,6
17433,18452,0,30,4,3,1800.51,2,109,4
63314,13313,0,35,0,4,60.6,0,105,3
69335,69445,1,20,1,5,1500.4,0,665,4
84777,85833,0,48,7,5,179.2,2,764,7
46706,8057,0,22,1,2,600.16,0,373,4
99045,98701,1,53,1,5,1500.4,1,334,3
28125,45670,1,36,2,3,121.98,0,656,6
45213,41776,1,25,6,1,1050.0,1,704,6
2001,64817,0,59,4,4,2400.68,1,794,6
92611,95191,1,43,7,3,107.52,1,35,4
28270,33695,0,68,3,2,10.46,2,442,4
50610,17085,0,66,1,5,1500.4,2,552,9
16652,5500,1,29,0,1,15.15,0,298,8
5551,91456,0,69,2,1,40.66,1,237,4
64712,59962,1,68,1,5,1500.4,0,7,6
67655,92767,0,66,5,4,46.92,1,581,2
85207,45258,1,45,4,4,2400.68,0,759,5
64474,11567,0,44,1,2,600.16,0,683,6
78452,9619,0,46,1,1,300.08,2,628,7
64010,71034,1,38,3,1,5.23,1,687,5
96763,22420,0,48,2,5,203.3,1,580,5
65048,69804,1,49,4,2,1200.34,2,6,5
91641,30360,1,23,7,1,35.84,0,211,3
51820,40155,0,34,0,5,75.75,1,501,4
2992,75397,0,66,1,1,300.08,1,766,5
60014,38315,1,27,4,1,600.17,1,49,7
75903,89456,0,48,3,3,15.69,1,175,6
8998,63606,0,28,7,2,71.68,2,624,6
54404,7044,0,55,2,3,121.98,1,84,5
39814,84576,1,56,1,5,1500.4,0,613,6
16173,64270,0,29,3,4,20.92,1,26,4
1352,34695,1,22,1,5,1500.4,0,252,4
25088,45411,1,25,2,4,162.64,2,404,5
12780,65139,0,30,1,2,600.16,2,609,5
68012,55226,0,30,7,4,143.36,1,86,2
95014,44112,1,36,4,4,2400.68,0,235,8
33933,46826,0,20,1,4,1200.32,0,48,2
35444,11118,1,48,6,2,2100.0,0,516,5
41398,46104,0,32,4,1,600.17,1,249,4
93326,17556,1,46,1,1,300.08,1,213,4
21628,10633,0,29,3,1,5.23,1,703,5
57156,87432,0,34,1,2,600.16,0,737,6
68139,75910,0,57,1,2,600.16,0,360,5
36442,15003,0,58,3,4,20.92,1,428,4
9713,86397,1,33,1,2,600.16,0,280,6
89240,16778,0,59,5,4,46.92,0,639,7
3613,28839,0,60,1,5,1500.4,1,77,7
58801,31319,0,49,4,4,2400.68,0,224,4
83566,53282,0,40,1,2,600.16,0,627,3
59982,62420,0,54,7,3,107.52,0,320,7
38152,59345,0,25,1,1,300.08,1,139,6
99454,30014,1,63,6,2,2100.0,2,392,3
29306,51680,0,69,1,5,1500.4,0,556,4
44030,50602,0,49,4,2,1200.34,1,622,5
28798,43360,1,43,7,5,179.2,0,28,9
48502,34076,0,39,1,3,900.24,0,30,6
78758,56199,0,57,4,1,600.17,1,88,6
37256,53265,1,67,1,2,600.16,0,287,6
32011,64057,0,52,5,5,58.65,0,676,2
75453,44009,0,33,3,3,15.69,1,719,8
75690,67428,0,62,5,4,46.92,1,326,8
72684,50609,0,27,6,1,1050.0,0,681,6
32733,24693,1,57,0,5,75.75,2,472,4
24495,66427,0,41,1,5,1500.4,0,112,7
2348,1589,1,24,2,1,40.66,0,433,4
35656,75634,1,41,5,5,58.65,1,132,5
83907,94100,1,62,1,1,300.08,0,644,1
48997,57759,0,29,7,3,107.52,0,347,5
842,34721,0,66,1,2,600.16,1,564,5
45116,53037,1,21,7,5,179.2,2,167,4
93885,52384,0,25,1,3,900.24,0,713,8
99337,95942,0,62,1,5,1500.4,0,225,7
69868,78717,1,20,1,2,600.16,0,740,6
58361,11256,1,39,1,5,1500.4,1,755,8
34112,61659,0,21,1,1,300.08,2,243,5
54371,14249,1,42,3,1,5.23,0,475,5
79414,97369,1,58,2,5,203.3,1,288,7
9488,46723,1,28,1,4,1200.32,1,654,3
73720,67670,0,42,4,1,600.17,0,750,2
4958,98137,0,63,3,5,26.15,0,261,4
360,21037,1,25,3,1,5.23,0,391,3
97509,42642,0,24,0,2,30.3,1,437,4
27381,75844,0,19,1,2,600.16,0,99,5
76387,11496,0,54,2,5,203.3,2,43,4
76007,36538,0,51,1,4,1200.32,2,607,6
78822,22638,0,29,3,1,5.23,1,718,5
85222,92522,1,26,1,5,1500.4,0,305,5
64469,20937,1,42,2,3,121.98,2,164,9
80456,78764,1,45,3,4,20.92,2,478,6
28683,66091,1,52,2,1,40.66,2,589,8
75566,8978,0,34,1,2,600.16,0,343,7
54945,25427,0,56,3,5,26.15,2,5,9
19938,62509,0,46,1,2,600.16,0,422,5
39188,3498,1,37,2,5,203.3,1,770,7
77879,35147,0,46,7,4,143.36,0,604,3
20315,61118,0,59,0,2,30.3,2,545,6
73664,10991,0,63,1,5,1500.4,0,759,6
39089,83343,0,39,4,2,1200.34,0,753,7
96691,34708,0,65,2,3,121.98,2,366,3
89464,45778,0,26,2,5,203.3,1,636,4
41305,11415,1,42,1,5,1500.4,0,17,6
9967,15767,1,21,1,5,1500.4,0,487,6
88291,3953,0,19,4,2,1200.34,0,96,4
38768,2524,0,50,3,5,26.15,0,716,1
51136,65451,0,28,4,4,2400.68,2,386,3
671,65288,1,26,1,3,900.24,1,468,6
11416,8768,1,56,1,2,600.16,1,748,3
89814,66366,1,37,6,2,2100.0,2,83,3
18968,37580,0,24,3,5,26.15,0,87,1
91964,10955,0,23,0,1,15.15,2,234,1
95657,47738,1,44,5,1,11.73,0,473,4
35251,77641,0,38,3,4,20.92,1,80,7
27774,75213,0,64,1,1,300.08,0,339,2
25563,69361,1,53,4,4,2400.68,2,530,9
32704,93849,1,68,1,1,300.08,0,651,7
31946,38051,0,56,0,2,30.3,1,102,4
33908,90239,0,27,1,1,300.08,2,8,1
73670,59785,0,31,1,3,900.24,0,351,7
91849,26134,0,39,1,5,1500.4,0,169,8
36591,53947,0,25,7,2,71.68,0,649,3
69454,17012,1,29,3,3,15.69,1,463,3
86750,77099,0,68,1,4,1200.32,1,758,5
34409,96740,0,20,4,1,600.17,1,49,5
22085,29370,0,58,3,5,26.15,0,342,7
55530,240,0,19,2,1,40.66,0,163,6
79622,13982,1,53,2,5,203.3,0,335,6
97698,92693,1,57,7,3,107.52,1,38,5
74987,63545,1,62,1,5,1500.4,0,120,7
6916,36191,0,66,1,1,300.08,1,119,6
50930,41089,0,36,3,5,26.15,0,746,5
55544,34842,1,39,1,3,900.24,1,288,3
52107,53252,0,56,0,5,75.75,2,286,7
85725,6611,0,40,3,1,5.23,1,785,5
50439,63556,1,32,0,2,30.3,0,611,3
39991,76682,1,33,1,2,600.16,0,726,2
22121,31964,1,55,3,2,10.46,2,124,7
24373,11282,0,34,1,4,1200.32,1,73,7
9671,33919,0,63,1,4,1200.32,2,789,4
50568,79032,0,49,2,4,162.64,1,339,1
9943,48127,1,64,2,4,162.64,0,262,6
5858,31470,1,52,1,2,600.16,2,88,9
82653,44520,0,32,1,4,1200.32,0,615,6
13039,61498,1,37,1,4,1200.32,0,162,3
16570,5607,1,51,1,2,600.16,0,366,3
89438,40224,0,29,3,1,5.23,0,754,6
91887,20331,0,49,0,3,45.45,1,197,6
48499,31446,0,36,2,2,81.32,1,249,1
10687,30222,0,43,1,2,600.16,0,468,6
66979,92583,0,53,3,4,20.92,2,186,5
66577,88797,1,65,1,2,600.16,0,433,4
62764,95404,0,44,7,4,143.36,0,70,4
22850,96375,0,57,7,4,143.36,2,373,7
65921,35215,0,52,0,3,45.45,1,440,9
87758,41099,0,66,1,4,1200.32,1,363,1
69257,66864,0,18,3,1,5.23,0,108,5
77890,47546,0,58,2,3,121.98,2,49,3
66679,85738,0,24,1,1,300.08,1,457,3
40377,45282,0,54,1,1,300.08,0,533,8
52130,15755,0,33,1,4,1200.32,0,212,6
87070,51065,0,43,1,5,1500.4,1,767,4
31754,88047,1,25,1,4,1200.32,0,233,9
21286,43334,1,46,6,2,2100.0,0,564,4
92740,3099,0,29,4,2,1200.34,0,321,9
19470,89797,0,25,1,3,900.24,0,324,5
28884,11968,0,19,1,1,300.08,2,28,8
65647,1622,0,53,1,2,600.16,0,715,6
6654,11912,0,23,7,4,143.36,0,319,4
48709,86626,0,46,5,2,23.46,0,418,2
70257,99300,1,41,2,1,40.66,2,747,7
17487,71993,0,44,1,3,900.24,1,757,4
39180,34244,0,57,3,1,5.23,2,274,7
57865,44053,0,23,5,3,35.19,0,500,1
94136,40662,1,43,1,2,600.16,0,491,6
41202,90420,1,47,4,4,2400.68,1,720,5
37066,71390,0,57,1,1,300.08,0,363,5
71556,58057,0,33,3,3,15.69,2,590,7
21888,95043,0,47,1,2,600.16,0,276,5
40817,29260,0,54,1,3,900.24,1,45,5
74308,32984,1,33,1,5,1500.4,2,216,4
63698,29732,0,30,1,4,1200.32,1,290,6
528,69618,1,67,5,4,46.92,0,675,5
5361,65103,0,25,2,4,162.64,0,70,7
10517,27133,1,38,1,3,900.24,0,661,5
3981,3775,0,69,0,1,15.15,0,624,2
51,58457,0,36,1,1,300.08,0,724,5
17655,65379,1,31,3,4,20.92,0,183,5
51534,88320,0,33,3,3,15.69,1,399,8
72385,30727,1,29,1,2,600.16,2,608,3
94040,28554,0,19,1,3,900.24,1,675,7
15593,50220,0,69,7,4,143.36,0,289,1
33924,73685,1,34,2,5,203.3,2,694,5
56682,45650,0,30,6,2,2100.0,2,769,6
47294,58795,0,61,1,4,1200.32,0,723,5
56248,36475,1,40,1,1,300.08,1,552,6
81563,5039,0,60,1,2,600.16,0,645,5
40093,61954,1,69,1,1,300.08,0,659,5
51643,127,0,52,7,2,71.68,0,179,1
45473,71650,1,18,1,1,300.08,0,100,4
42961,44381,0,26,7,3,107.52,1,99,4
85079,90871,1,65,7,3,107.52,2,169,2
95831,14177,0,54,3,4,20.92,1,668,6
80338,99436,0,28,1,4,1200.32,0,749,3
43046,77380,1,51,3,3,15.69,0,680,7
38252,18001,1,56,1,2,600.16,1,106,6
21771,58443,0,31,3,4,20.92,1,413,5
64869,23877,1,66,3,1,5.23,0,365,6
59507,59,0,26,7,2,71.68,2,373,3
10084,30916,1,52,6,2,2100.0,0,513,2
79788,22654,0,62,6,2,2100.0,1,544,5
95102,17951,1,47,1,5,1500.4,1,443,6
86424,12983,0,44,1,2,600.16,0,361,7
51050,89401,0,50,4,1,600.17,2,316,5
37979,45789,0,45,1,1,300.08,2,37,4
48864,41844,0,27,3,3,15.69,0,151,4
13325,83285,0,44,2,2,81.32,0,448,6
97922,34915,0,57,7,5,179.2,0,464,1
71406,82057,0,30,7,2,71.68,0,446,7
44753,55766,0,19,4,3,1800.51,1,285,4
79474,21215,0,39,3,3,15.69,1,402,9
32355,63149,1,60,7,5,179.2,1,35,2
36002,10491,1,58,3,3,15.69,1,80,7
59083,86400,1,33,3,4,20.92,0,171,5
11725,45141,0,60,5,2,23.46,1,275,5
30000,63054,1,43,2,4,162.64,0,324,8
94548,95919,0,68,1,2,600.16,2,195,4
43392,37704,0,35,1,3,900.24,0,314,5
45746,59160,0,35,1,1,300.08,0,359,4
51605,77991,1,62,1,3,900.24,0,417,1
27875,31351,0,61,1,4,1200.32,1,502,5
59605,32019,0,69,3,5,26.15,1,309,7
27651,24082,0,64,1,3,900.24,1,782,3
61353,14434,1,46,2,4,162.64,0,261,4
51927,27579,0,57,5,1,11.73,1,172,7
60783,34297,1,39,1,4,1200.32,1,444,6
1418,84917,0,49,1,3,900.24,1,469,4
82673,38445,0,29,1,4,1200.32,0,50,4
15489,65800,0,31,7,1,35.84,0,225,4
95034,53442,0,39,0,5,75.75,0,476,8
50581,97983,0,55,2,2,81.32,0,750,4
76506,28599,0,52,1,1,300.08,2,542,5
60035,57724,1,40,2,5,203.3,0,278,4
28706,30277,0,59,1,4,1200.32,2,530,4
5899,24815,0,21,7,3,107.52,1,482,5
19128,55202,0,61,4,2,1200.34,1,485,4
3022,5081,1,64,2,2,81.32,1,562,4
9493,25571,0,42,2,3,121.98,2,154,1
88201,34827,0,34,4,3,1800.51,1,137,6
